compound,auid,Egap,Egap_type,enthalpy_formation_atom,volume_atom,spacegroup_relax,Pearson_symbol_relax,aurl
Ag1As1Au4,aflow:1ed05aae7513ba92,,,0.224326,19.822,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/T0010.CAB
Ag1As1B1,aflow:1a0a11db14757d34,,,1.17965,17.5362,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/T0003.ABC
Ag1As1B1,aflow:353870545c28b4b7,,,0.463406,15.877,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC001.ABC
Ag1As1B1,aflow:7c11f8698af52331,,,0.778764,16.8842,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC003.ABC
Ag1As1B1,aflow:99d4854ca190856f,,,0.779086,16.8246,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC002.ABC
Ag1As1B1,aflow:a4b8a6a0cf2dee80,,,1.20477,17.2013,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/T0003.CAB
Ag1As1B1,aflow:b897d6f26a2e5d6f,,,0.462375,15.8055,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TBCC002.ABC
Ag1As1B1,aflow:da597390a6d152e9,,,0.772967,16.6812,42,oF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TBCC001.ABC
Ag1As1B1,aflow:f2cad282023f4eab,,,0.779015,16.8402,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TBCC003.ABC
Ag1As1B1,aflow:f5ac5e0daf3e90e9,,,0.875502,15.6861,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/T0003.BCA
Ag1As1B2,aflow:0265ec099cca6bf9,,,1.29026,14.7619,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TBCC015.CAB
Ag1As1B2,aflow:11f3e79359d8a1cf,,,0.589065,13.1905,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC006.CAB
Ag1As1B2,aflow:20defad88694de78,,,1.09396,12.6089,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC014.CAB
Ag1As1B2,aflow:2d147e9627e3faa8,,,1.31403,13.945,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TBCC009.CAB
Ag1As1B2,aflow:3ab7cd641e76f43d,,,1.41132,13.7258,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TBCC014.CAB
Ag1As1B2,aflow:4b8535a816ade685,,,1.02815,15.1741,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC005.CAB
Ag1As1B2,aflow:629fd4227e50503f,,,0.552867,12.7193,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC004.CAB
Ag1As1B2,aflow:69b148908b1d5f79,,,1.52298,13.1195,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC016.CAB
Ag1As1B2,aflow:72c6773885fb3ccd,,,0.599085,14.1024,35,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TBCC004.CAB
Ag1As1B2,aflow:83711659e6062a75,,,1.02701,15.2832,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TBCC006.CAB
Ag1As1B2,aflow:86de44b8e4b93406,,,1.51342,13.0113,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC015.CAB
Ag1As1B2,aflow:8d243b2be40ebf7b,,,0.834689,14.262,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TBCC010.CAB
Ag1As1B2,aflow:945ac32a79f1c71b,,,0.543745,16.0472,6,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TBCC005.CAB
Ag1As1B2,aflow:96eac3ebface251d,,,1.01228,12.5991,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC009.CAB
Ag1As1B2,aflow:9a8eb9681238f356,,,1.5437,13.291,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/T0001.ABC2
Ag1As1B2,aflow:9c67982a636fbd45,,,1.29237,14.5639,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC008.CAB
Ag1As1B2,aflow:a9373e7b8881a5fa,,,1.54677,13.235,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC013.CAB
Ag1As1B2,aflow:c50d512e9073da68,,,1.68768,13.965,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/T0002.ABC2
Ag1As1B2,aflow:c787a137bc876e47,,,1.52355,13.0596,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TBCC016.CAB
Ag1As1B2,aflow:c73abc547e0997d4,,,1.33071,13.6093,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TBCC012.CAB
Ag1As1B2,aflow:c7399c7a4c49ee9b,,,1.23016,13.683,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TBCC011.CAB
Ag1As1B2,aflow:cc7e56a075c8a127,,,1.22967,13.5504,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC010.CAB
Ag1As1B2,aflow:d3f50dedc14f29f4,,,0.573177,16.228,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TBCC007.CAB
Ag1As1B2,aflow:d6d560d689103e04,,,1.01257,12.6029,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC011.CAB
Ag1As1B2,aflow:d9a9104b065aa7bb,,,1.4814,12.8103,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC012.CAB
Ag1As1B2,aflow:f3e535657f6b5af3,,,0.884946,13.9521,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/TFCC007.CAB
Ag1As1B4,aflow:d8671b7cbb78d313,,,1.54816,11.3574,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsB_h/T0010.CAB
Ag1As1Ba1,aflow:1d8ac68fc8e26c5f,,,-0.480674,30.2069,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/T0003.CAB
Ag1As1Ba1,aflow:5437a634cd8f4726,,,-0.773354,28.6669,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TBCC002.ABC
Ag1As1Ba1,aflow:649c28157a77a1b9,,,-0.564443,31.4925,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/T0003.ABC
Ag1As1Ba1,aflow:6ef3991525ca7064,,,-0.286115,30.7957,42,oF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TBCC001.ABC
Ag1As1Ba1,aflow:71e32dd07f8a6bed,,,-0.773447,28.8922,187,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC001.ABC
Ag1As1Ba1,aflow:89644cd09554641a,,,-0.266379,28.3987,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC003.ABC
Ag1As1Ba1,aflow:b03209090376ea00,,,0.0209907,35.6167,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/T0003.BCA
Ag1As1Ba1,aflow:d59f394509bec9c7,,,-0.266352,28.381,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TBCC003.ABC
Ag1As1Ba1,aflow:e1aadabcebc222b2,,,-0.342168,31.2729,44,oI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC002.ABC
Ag1As1Ba2,aflow:202d59e3489ef49d,,,-0.648581,33.4933,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TBCC015.CAB
Ag1As1Ba2,aflow:25a32a77231f39fb,,,-0.590039,39.5256,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC005.CAB
Ag1As1Ba2,aflow:2ced5854098e795e,,,-0.651493,34.0744,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TBCC010.CAB
Ag1As1Ba2,aflow:32d0741bcac548fa,,,-0.651158,34.2818,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TBCC009.CAB
Ag1As1Ba2,aflow:3d10a56dad8aa063,,,-0.555186,39.8375,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC004.CAB
Ag1As1Ba2,aflow:494b5eba4d130356,,,-0.207993,31.3068,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/T0002.ABC2
Ag1As1Ba2,aflow:4b04e5d0bafe0563,,,-0.716163,33.3336,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TBCC012.CAB
Ag1As1Ba2,aflow:4bece24d2cad61b0,,,-0.71647,33.2956,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/T0001.ABC2
Ag1As1Ba2,aflow:4f0b0b0d9c67fc1b,,,-0.58716,39.3128,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TBCC004.CAB
Ag1As1Ba2,aflow:5dafd4e0fe17811e,,,-0.487259,32.5261,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC008.CAB
Ag1As1Ba2,aflow:5ffee234469db770,,,-0.590219,39.4582,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TBCC006.CAB
Ag1As1Ba2,aflow:5f402d2b64b4fac7,,,-0.651803,34.16,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC010.CAB
Ag1As1Ba2,aflow:61620bf481734a50,,,-0.695713,40.9903,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC011.CAB
Ag1As1Ba2,aflow:6932122a991a41fa,,,-0.651846,34.2101,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TBCC011.CAB
Ag1As1Ba2,aflow:7219c01b94d80e03,,,-0.648495,33.3799,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC016.CAB
Ag1As1Ba2,aflow:7b1cac59f640b2d7,,,-0.646979,33.45,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TBCC014.CAB
Ag1As1Ba2,aflow:8a090b30ce884462,,,-0.588106,39.7883,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC007.CAB
Ag1As1Ba2,aflow:a51de5039bd47b6d,,,-0.558689,33.7193,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TBCC007.CAB
Ag1As1Ba2,aflow:adcebc24cf2dc60b,,,-0.589937,39.5602,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC014.CAB
Ag1As1Ba2,aflow:aea8a3debe0a0bbf,,,-0.703232,41.2749,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC009.CAB
Ag1As1Ba2,aflow:c15ee594f5567b05,,,-0.69473,34.9065,8,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC006.CAB
Ag1As1Ba2,aflow:d714a64773a9e597,,,-0.647207,33.4295,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC015.CAB
Ag1As1Ba2,aflow:e452e07098f6e3ca,,,-0.71653,33.2391,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC013.CAB
Ag1As1Ba2,aflow:ef29f2ec01729a6e,,,-0.647429,33.4996,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TBCC016.CAB
Ag1As1Ba2,aflow:f622280ed46b4b33,,,-0.65135,34.3317,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TFCC012.CAB
Ag1As1Ba2,aflow:fa3b69cad9029aab,,,-0.647429,33.3079,6,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/TBCC005.CAB
Ag1As1Ba4,aflow:0a1fac7f9ec5c4ce,,,0.345655,41.6749,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBa_sv/T0010.CAB
Ag1As1Be1,aflow:074a2679762525e8,,,0.109256,16.2106,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/T0003.BCA
Ag1As1Be1,aflow:2bcb34c5267bf4e8,,,0.392694,17.5343,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/T0003.CAB
Ag1As1Be1,aflow:2e0f121ddc19ffbf,,,0.112038,17.0377,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TBCC002.ABC
Ag1As1Be1,aflow:6fb794ae46811b77,,,0.278667,15.6903,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC001.ABC
Ag1As1Be1,aflow:94707b30f629f8ca,,,0.279404,16.1118,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TBCC003.ABC
Ag1As1Be1,aflow:95c9685f61d3a368,,,0.281499,16.0635,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC002.ABC
Ag1As1Be1,aflow:d938bd26ace3f866,,,0.279425,16.0167,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC003.ABC
Ag1As1Be1,aflow:e555a150aae46c5a,,,0.277358,16.0857,42,oF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TBCC001.ABC
Ag1As1Be1,aflow:ed6a0cfba982c5b6,,,0.280085,17.7071,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/T0003.ABC
Ag1As1Be2,aflow:068325062875c063,,,0.423209,14.0019,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC008.CAB
Ag1As1Be2,aflow:0cd89076564e8894,,,0.433097,13.7439,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TBCC016.CAB
Ag1As1Be2,aflow:16ab051350e01902,,,0.40534,13.8664,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TBCC015.CAB
Ag1As1Be2,aflow:1991e1723a27e6a0,,,0.293328,14.218,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC005.CAB
Ag1As1Be2,aflow:2c4be988cdea0399,,,0.40017,14.0558,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC004.CAB
Ag1As1Be2,aflow:37c9aa76120381a9,,,0.343565,13.6487,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TBCC011.CAB
Ag1As1Be2,aflow:3fcdaaacd47e8350,,,0.452057,13.9774,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TBCC009.CAB
Ag1As1Be2,aflow:4306859dcacc0296,,,0.415794,14.0098,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC014.CAB
Ag1As1Be2,aflow:543066d321bffc79,,,0.314067,14.465,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TBCC010.CAB
Ag1As1Be2,aflow:562e51af0c85c14b,,,0.381357,13.7652,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC009.CAB
Ag1As1Be2,aflow:5c4aac15e9090be9,,,0.447202,13.6102,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TBCC014.CAB
Ag1As1Be2,aflow:5e020a62e65b02d5,,,0.341847,13.6568,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC010.CAB
Ag1As1Be2,aflow:5eeaf0792c5192cd,,,0.352213,14.354,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TBCC007.CAB
Ag1As1Be2,aflow:5f70b4cb944c9d6f,,,0.367041,14.7267,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC011.CAB
Ag1As1Be2,aflow:6d2048d24b98cc61,,,0.448591,13.9023,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TBCC012.CAB
Ag1As1Be2,aflow:79f75dc8e19a8497,,,0.320198,14.1551,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TBCC006.CAB
Ag1As1Be2,aflow:9656f9b092bd8485,,,0.308121,14.803,35,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TBCC004.CAB
Ag1As1Be2,aflow:9fa9ee6cb0c3dd68,,,0.616145,14.7955,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/T0002.ABC2
Ag1As1Be2,aflow:b18d090295a018f9,,,0.41222,13.8158,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC016.CAB
Ag1As1Be2,aflow:b74da9d94787af92,,,0.450009,13.9038,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC012.CAB
Ag1As1Be2,aflow:da705df957b4197e,,,0.445344,13.8485,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC013.CAB
Ag1As1Be2,aflow:df89d030edfcf254,,,0.31393,14.5705,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC007.CAB
Ag1As1Be2,aflow:e79cff4e0ef4da65,,,0.413369,13.6971,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC015.CAB
Ag1As1Be2,aflow:f112858dda16636c,,,0.270886,14.8368,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TFCC006.CAB
Ag1As1Be2,aflow:f50727230771fd72,,,0.471759,13.971,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/T0001.ABC2
Ag1As1Be2,aflow:f66075f3954bd4fa,,,0.16434,16.3226,6,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/TBCC005.CAB
Ag1As1Be4,aflow:0700e8b8419811ab,,,0.318607,11.7729,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBe_sv/T0010.CAB
Ag1As1Bi1,aflow:0002829111108fe1,,,0.2084,26.7906,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/T0003.ABC
Ag1As1Bi1,aflow:0aba265c4d55e15a,,,0.246221,23.4254,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TBCC001.ABC
Ag1As1Bi1,aflow:30a1f7595c9b3e13,,,0.239361,23.0021,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TBCC003.ABC
Ag1As1Bi1,aflow:6940a7bf242ffb9c,,,0.315333,27.9567,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/T0003.BCA
Ag1As1Bi1,aflow:725fbfb0f45216ce,,,0.166787,25.4942,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/T0003.CAB
Ag1As1Bi1,aflow:7d67f2a8cc418ec7,,,0.250158,24.2867,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TBCC002.ABC
Ag1As1Bi1,aflow:a29a25fd7ce1a5f9,,,0.245608,23.181,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC003.ABC
Ag1As1Bi1,aflow:a3eedc055670c938,,,0.211385,24.598,44,oI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC002.ABC
Ag1As1Bi1,aflow:e17dc2b775d12bcd,,,0.136684,24.7571,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC001.ABC
Ag1As1Bi2,aflow:07d81428f7ff06d1,,,0.144172,26.2388,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TBCC010.CAB
Ag1As1Bi2,aflow:29ff52b8a18015bf,,,0.227256,25.4165,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC010.CAB
Ag1As1Bi2,aflow:2f80e713a1e77eda,,,0.213858,24.8856,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC016.CAB
Ag1As1Bi2,aflow:320a99dc782d92b8,,,0.115638,27.0041,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC009.CAB
Ag1As1Bi2,aflow:34576a72c8a61186,,,0.225496,25.0745,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC012.CAB
Ag1As1Bi2,aflow:3e3d9fc7424331d3,,,0.202627,25.4883,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TBCC007.CAB
Ag1As1Bi2,aflow:4493ec3daf6d0c4f,,,0.185306,27.1028,6,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TBCC005.CAB
Ag1As1Bi2,aflow:47d07efa91afaaa3,,,0.106213,26.6638,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC014.CAB
Ag1As1Bi2,aflow:4715174d606342e9,,,0.236246,25.0887,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/T0001.ABC2
Ag1As1Bi2,aflow:4caf971e35e9e835,,,0.212186,24.8611,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TBCC016.CAB
Ag1As1Bi2,aflow:4f9aa157d52c47cc,,,0.283475,25.6973,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/T0002.ABC2
Ag1As1Bi2,aflow:51ebf8cf719e18a6,,,0.259257,25.6932,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC008.CAB
Ag1As1Bi2,aflow:523e2794aa0e5b01,,,0.236623,25.6771,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TBCC015.CAB
Ag1As1Bi2,aflow:542f4f3566902781,,,0.194532,25.7591,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC006.CAB
Ag1As1Bi2,aflow:595bad53604aa0b2,,,0.233966,25.0651,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC013.CAB
Ag1As1Bi2,aflow:63a7131e833a8fe2,,,0.247718,25.6816,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TBCC012.CAB
Ag1As1Bi2,aflow:795130dd7da97057,,,0.233714,24.9206,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TBCC009.CAB
Ag1As1Bi2,aflow:881da6086c401c2b,,,0.12708,26.9034,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC004.CAB
Ag1As1Bi2,aflow:895ccbdbec6002da,,,0.231223,25.5577,35,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TBCC004.CAB
Ag1As1Bi2,aflow:9437d661cf9400fa,,,0.160991,26.1875,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TBCC006.CAB
Ag1As1Bi2,aflow:9bbb006b99cc0791,,,0.215481,24.943,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TBCC011.CAB
Ag1As1Bi2,aflow:a77992f45a0b3b8b,,,0.159095,25.9233,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC007.CAB
Ag1As1Bi2,aflow:c62ec3d99af074f6,,,0.215134,24.8489,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC015.CAB
Ag1As1Bi2,aflow:d0a40d9fa84b9891,,,0.221762,25.1924,12,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TBCC014.CAB
Ag1As1Bi2,aflow:d3de0808f589195e,,,0.159042,26.0123,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC005.CAB
Ag1As1Bi2,aflow:e23a444639c42563,,,0.117596,26.6924,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/TFCC011.CAB
Ag1As1Bi4,aflow:eb4687e5b3f6020d,,,0.562986,31.2905,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBi_d/T0010.CAB
Ag1As1Br1,aflow:0ad6ebddafe3aed4,,,0.172566,23.1022,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBr/TBCC002.ABC
Ag1As1Br1,aflow:49171278f2207954,,,0.235771,21.7501,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBr/TFCC003.ABC
Ag1As1Br1,aflow:4d7d4f8a5ac54cfd,,,-0.00723667,27.4767,44,oI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBr/TFCC002.ABC
Ag1As1Br1,aflow:6aceebcea9498a1f,,,0.157347,23.0894,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBr/TFCC001.ABC
Ag1As1Br1,aflow:70938e0944ab0b7d,,,0.235142,21.8678,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsBr/TBCC003.ABC
