compound,auid,Egap,Egap_type,enthalpy_formation_atom,volume_atom,spacegroup_relax,Pearson_symbol_relax,aurl
Ag1Al1Fe2,aflow:3bc35ee2cc6e0e5c,,,0.0492422,13.8063,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TFCC013.CAB
Ag1Al1Fe2,aflow:41affb857d0f17a1,,,0.201955,14.0248,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TBCC016.CAB
Ag1Al1Fe2,aflow:5f67cdedcaef86ba,,,0.0870622,13.7505,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TFCC008.CAB
Ag1Al1Fe2,aflow:6826656070bd5ca4,,,0.0573065,13.7662,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TBCC011.CAB
Ag1Al1Fe2,aflow:6ec52a93107055b4,,,0.0566189,13.8078,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TBCC009.CAB
Ag1Al1Fe2,aflow:6ea8479ad18b6a64,,,0.0726647,13.683,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TBCC006.CAB
Ag1Al1Fe2,aflow:abfd8d3c260288f4,,,0.08565,14.0856,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TFCC006.CAB
Ag1Al1Fe2,aflow:bb699186433fb0fd,,,0.0576534,13.87,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TFCC014.CAB
Ag1Al1Fe2,aflow:c55c7946c8748534,,,0.141761,14.0507,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TFCC009.CAB
Ag1Al1Fe2,aflow:cae63651f3dac128,,,0.0663632,13.9001,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TFCC010.CAB
Ag1Al1Fe2,aflow:cf209f7b61afd648,,,0.0908823,13.8534,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TBCC014.CAB
Ag1Al1Fe2,aflow:d66c7b5798113e21,,,0.265463,13.2838,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TFCC004.CAB
Ag1Al1Fe2,aflow:d9deb26a30bc20c9,,,0.0559525,13.7907,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TBCC015.CAB
Ag1Al1Fe2,aflow:db0a6a2db1288f42,,,0.056343,13.8351,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TFCC012.CAB
Ag1Al1Fe2,aflow:e008fc1f37e560b4,0,metal,0.0853226,13.8213,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/T0002.ABC2
Ag1Al1Fe2,aflow:ed6b7a87ff18ccbd,,,0.0832078,13.9329,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TBCC007.CAB
Ag1Al1Fe2,aflow:f54cf2c2da762795,,,0.0495864,13.7986,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TBCC012.CAB
Ag1Al1Fe2,aflow:fb7a624fd2084cc3,,,0.0814636,14.1441,35,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TBCC004.CAB
Ag1Al1Fe2,aflow:fdd43e70b07992dc,,,0.0900877,13.8832,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/TFCC015.CAB
Ag1Al1Fe4,aflow:fa24a546a9aefa65,,,0.128603,13.1391,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/T0010.CAB
Ag1Al1Ga1,aflow:0168d2c6ddd2bb95,,,0.0585973,17.7619,42,oF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TBCC001.ABC
Ag1Al1Ga1,aflow:52a7ee96460ff9b7,,,0.0594723,19.4734,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/T0003.BCA
Ag1Al1Ga1,aflow:6b4b11d5a3b4e1b4,,,0.057811,19.6795,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/T0003.ABC
Ag1Al1Ga1,aflow:97c7f0f2c1710e24,,,0.00981267,17.5229,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC003.ABC
Ag1Al1Ga1,aflow:afc05c052a264381,,,0.0919857,18.0529,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TBCC002.ABC
Ag1Al1Ga1,aflow:b7d2dcb18ef23d91,,,-0.03975,17.2949,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC001.ABC
Ag1Al1Ga1,aflow:d36111d5c3b6511b,,,0.00988436,17.5056,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TBCC003.ABC
Ag1Al1Ga1,aflow:e2b063a15e6e8e13,,,0.024365,19.4824,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/T0003.CAB
Ag1Al1Ga1,aflow:fc372414a03b1726,,,0.00883933,17.4211,44,oI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC002.ABC
Ag1Al1Ga2,aflow:043c18ab326501f5,,,0.0501993,17.9767,35,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TBCC004.CAB
Ag1Al1Ga2,aflow:1b3fe52dd613459a,,,0.0052655,17.4481,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TBCC011.CAB
Ag1Al1Ga2,aflow:1f91ee7b26bd9b46,,,0.008039,17.6773,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC006.CAB
Ag1Al1Ga2,aflow:2d10e5deed6e8552,,,0.0579095,18.3833,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TBCC016.CAB
Ag1Al1Ga2,aflow:4686ed992dca06be,,,0.0800985,18.2356,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TBCC014.CAB
Ag1Al1Ga2,aflow:473794dea82238ca,,,-0.0163662,17.6126,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC004.CAB
Ag1Al1Ga2,aflow:50cd35ca564a23dc,,,-0.0159165,17.5633,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC009.CAB
Ag1Al1Ga2,aflow:564ce206c212b9f4,,,0.00466725,17.6709,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC011.CAB
Ag1Al1Ga2,aflow:594b5e2963021160,,,0.0484604,18.0962,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TBCC012.CAB
Ag1Al1Ga2,aflow:61852d9bd00c2bae,,,0.0185065,17.7358,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC005.CAB
Ag1Al1Ga2,aflow:6cc9eae04c46a907,,,0.0239438,17.6865,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TBCC010.CAB
Ag1Al1Ga2,aflow:6dcda2ec14b9cc3d,,,0.0194463,17.6325,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC015.CAB
Ag1Al1Ga2,aflow:89f7cae95e3db8e1,,,-0.00218625,17.711,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC007.CAB
Ag1Al1Ga2,aflow:a3a01bd6eb9b4949,,,0.0263943,17.6614,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC010.CAB
Ag1Al1Ga2,aflow:a6de42f531deea2b,,,0.047372,17.9714,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC016.CAB
Ag1Al1Ga2,aflow:acab12af5f4c1bbd,,,0.0109248,17.4149,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC012.CAB
Ag1Al1Ga2,aflow:b1227bba3e53042a,,,0.0108211,17.6268,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC014.CAB
Ag1Al1Ga2,aflow:b75fefbe26f78f94,,,0.0248823,17.731,6,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TBCC005.CAB
Ag1Al1Ga2,aflow:c550951a6435cecf,,,0.0574979,17.8342,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TBCC009.CAB
Ag1Al1Ga2,aflow:c75eff2c5b2d5f6e,,,0.0488196,18.2144,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TBCC015.CAB
Ag1Al1Ga2,aflow:d1ea7265ef33b7f1,,,0.0785735,18.1758,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/T0001.ABC2
Ag1Al1Ga2,aflow:e60a07e43a1c3a77,,,0.0486122,18.1856,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TBCC007.CAB
Ag1Al1Ga2,aflow:e72b04990f6c9a70,,,0.0789813,18.2378,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/T0002.ABC2
Ag1Al1Ga2,aflow:f80559437739544d,,,0.039342,17.852,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC013.CAB
Ag1Al1Ga2,aflow:fe6a1f8d64ea3dff,,,0.0386723,17.8217,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TFCC008.CAB
Ag1Al1Ga2,aflow:ffdd26b5db159b53,,,-0.00282275,17.6802,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/TBCC006.CAB
Ag1Al1Ga4,aflow:9f433d479ed10c40,,,0.16817,19.0602,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/T0010.CAB
Ag1Al1Ge1,aflow:144c2b41ddff707f,,,0.119152,17.9252,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TBCC003.ABC
Ag1Al1Ge1,aflow:584951db0d735cb9,,,0.131594,17.9751,44,oI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC002.ABC
Ag1Al1Ge1,aflow:6ea5d53fb1081175,,,0.195196,18.3761,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TBCC002.ABC
Ag1Al1Ge1,aflow:776f165765ff0756,,,0.0889217,17.7889,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC001.ABC
Ag1Al1Ge1,aflow:7fd0f32500b30da0,,,0.118242,17.8838,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC003.ABC
Ag1Al1Ge1,aflow:828374964a6c6b07,,,0.130436,19.858,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/T0003.CAB
Ag1Al1Ge1,aflow:89a1e8fb2cf36f2d,,,0.119047,20.0171,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/T0003.BCA
Ag1Al1Ge1,aflow:b62fe29bd5d0a319,,,0.100493,19.8192,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/T0003.ABC
Ag1Al1Ge1,aflow:c5463f33cf4573c2,,,0.160138,18.1816,42,oF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TBCC001.ABC
Ag1Al1Ge2,aflow:019dde36db76a88c,,,0.17029,18.1645,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC009.CAB
Ag1Al1Ge2,aflow:01752a4d13214baa,,,0.196727,18.6355,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TBCC010.CAB
Ag1Al1Ge2,aflow:18aacc27263fb8b7,,,0.162711,18.1785,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC007.CAB
Ag1Al1Ge2,aflow:227662bf78c8eeca,,,0.176288,18.1453,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC014.CAB
Ag1Al1Ge2,aflow:28737186f1c785e2,,,0.239667,18.4838,6,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TBCC005.CAB
Ag1Al1Ge2,aflow:2975f83b377327e5,,,0.245723,18.5324,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TBCC014.CAB
Ag1Al1Ge2,aflow:2d2994d9822587f3,,,0.185633,18.3201,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC005.CAB
Ag1Al1Ge2,aflow:34cf0d9310907e5d,,,0.238998,18.7826,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/T0002.ABC2
Ag1Al1Ge2,aflow:3875f8837425dcc2,,,0.197297,18.5578,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC013.CAB
Ag1Al1Ge2,aflow:3d1c6fd7e6d77c56,,,0.187792,18.1135,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC012.CAB
Ag1Al1Ge2,aflow:440ee83a077b6ca1,,,0.240764,18.6446,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/T0001.ABC2
Ag1Al1Ge2,aflow:4505db5a44265e54,,,0.181282,18.1204,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TBCC011.CAB
Ag1Al1Ge2,aflow:5477face19872c41,,,0.161717,18.194,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TBCC006.CAB
Ag1Al1Ge2,aflow:727de04f8c4f6846,,,0.20892,18.35,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TBCC009.CAB
Ag1Al1Ge2,aflow:79465e0755a77654,,,0.203715,18.5056,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC008.CAB
Ag1Al1Ge2,aflow:7c5f3644d51776ce,,,0.200976,18.633,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TBCC007.CAB
Ag1Al1Ge2,aflow:83b82fdbe6a41f6d,,,0.192203,18.4004,35,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TBCC004.CAB
Ag1Al1Ge2,aflow:8a65739e9a349190,,,0.242228,18.5005,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TBCC015.CAB
Ag1Al1Ge2,aflow:92a319ebf023376b,,,0.18282,18.4174,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC015.CAB
Ag1Al1Ge2,aflow:95eca11c40e4eae8,,,0.205445,18.5886,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC016.CAB
Ag1Al1Ge2,aflow:976a2e54ed73a138,,,0.203733,18.5237,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TBCC012.CAB
Ag1Al1Ge2,aflow:aa167048ff82c697,,,0.204622,18.429,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TBCC016.CAB
Ag1Al1Ge2,aflow:c5679f1ca55777ab,,,0.179645,18.3353,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC006.CAB
Ag1Al1Ge2,aflow:dc1e9a482b8c4246,,,0.177169,18.2596,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC011.CAB
Ag1Al1Ge2,aflow:e77615e7c8433d6e,,,0.161832,18.2625,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC004.CAB
Ag1Al1Ge2,aflow:fef1f1fa5344e376,,,0.193921,18.555,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/TFCC010.CAB
Ag1Al1Ge4,aflow:93ad0f53c79a0a79,,,0.400416,19.9787,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/T0010.CAB
Ag1Al1Hf1,aflow:018e0bc1f02e8a19,,,-0.210621,18.193,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TBCC001.ABC
Ag1Al1Hf1,aflow:0b980754ee1226aa,,,0.470781,22.6867,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/T0003.BCA
Ag1Al1Hf1,aflow:158fb12f84d5718e,,,0.233399,21.0646,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/T0003.ABC
Ag1Al1Hf1,aflow:2fa72763cc98df40,,,-0.0259187,18.7311,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC001.ABC
Ag1Al1Hf1,aflow:ad90af0a64ef6f1e,,,-0.00813367,20.7027,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/T0003.CAB
Ag1Al1Hf1,aflow:b31760fefb94e917,,,-0.211865,18.1419,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC003.ABC
Ag1Al1Hf1,aflow:b6ebdb5d7b6fc59b,,,-0.211609,18.1885,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC002.ABC
Ag1Al1Hf1,aflow:faa4b74c5463c0fd,,,-0.211927,18.1829,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TBCC003.ABC
Ag1Al1Hf1,aflow:fd8a07e18a743d3f,,,-0.235457,18.4184,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TBCC002.ABC
Ag1Al1Hf2,aflow:005220f6bed0dfa9,,,-0.174873,19.4088,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TBCC006.CAB
Ag1Al1Hf2,aflow:0299668f71bd54ce,,,-0.147171,19.2401,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TBCC010.CAB
Ag1Al1Hf2,aflow:0245b12de1eee4b3,,,-0.152109,19.2587,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TBCC014.CAB
Ag1Al1Hf2,aflow:065f0d46b0f9ddba,,,-0.0242363,19.7487,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC011.CAB
Ag1Al1Hf2,aflow:2d666683615db66d,,,-0.184283,19.1414,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TBCC009.CAB
Ag1Al1Hf2,aflow:2d8d8f8e0263fea8,,,0.00925,19.7333,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC009.CAB
Ag1Al1Hf2,aflow:3355187d72fd8e11,,,-0.158518,19.3583,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC006.CAB
Ag1Al1Hf2,aflow:37910023409c4e1a,,,-0.0761295,19.4636,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC008.CAB
Ag1Al1Hf2,aflow:43fe2b8f91126595,,,-0.0772308,19.6678,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC005.CAB
Ag1Al1Hf2,aflow:624f4d90d38ffc5d,0,metal,0.221585,19.8997,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/T0002.ABC2
Ag1Al1Hf2,aflow:665550eadcb9c780,,,-0.184029,19.1037,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TBCC011.CAB
Ag1Al1Hf2,aflow:6b8973bc6b2b9d89,,,-0.166631,19.6637,38,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TBCC005.CAB
Ag1Al1Hf2,aflow:7d5412624dc463ce,,,-0.184338,19.1068,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC012.CAB
Ag1Al1Hf2,aflow:82ae4354fe2b7bce,0,metal,-0.107626,19.4152,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/T0001.ABC2
Ag1Al1Hf2,aflow:826a337e7db224f0,,,-0.150746,19.2489,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TBCC012.CAB
Ag1Al1Hf2,aflow:884b06f9934d4f07,,,-0.158322,19.3691,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TBCC007.CAB
Ag1Al1Hf2,aflow:8b088c139df0aab8,,,-0.131757,19.2558,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TBCC015.CAB
Ag1Al1Hf2,aflow:a22c972bf24700b5,,,-0.103767,19.5345,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TBCC016.CAB
Ag1Al1Hf2,aflow:abc09bdb3680bb83,,,-0.175139,19.4069,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC007.CAB
Ag1Al1Hf2,aflow:ac7b63c7e7fa4c13,,,-0.146658,19.2825,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC010.CAB
Ag1Al1Hf2,aflow:b7d60b19341db3f1,,,-0.151114,19.2372,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC013.CAB
Ag1Al1Hf2,aflow:b76c89a99d1d981c,,,-0.152329,19.3039,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC015.CAB
Ag1Al1Hf2,aflow:b81ce843bd037554,,,-0.0254761,19.8347,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC014.CAB
Ag1Al1Hf2,aflow:e2b609d3b49ca453,,,-0.174451,19.4237,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TBCC004.CAB
Ag1Al1Hf2,aflow:feefc55e6520f499,,,-0.132985,19.3159,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/TFCC016.CAB
Ag1Al1Hf4,aflow:426d75d005351ada,,,0.427894,21.6173,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/T0010.CAB
Ag1Al1Hg1,aflow:15607985591c4bab,,,0.0996673,21.1555,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/T0003.proto
Ag1Al1Hg1,aflow:199821c366d0bb32,,,0.162137,22.0308,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/T0003.CAB
Ag1Al1Hg1,aflow:1fe2c06b27b2b894,,,0.149811,19.6318,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TBCC002.ABC
Ag1Al1Hg1,aflow:3793366b90bb2fbc,,,0.0997387,21.1656,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/T0003.ABC
Ag1Al1Hg1,aflow:5e10849b9b996669,,,0.0902347,19.3107,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC003.ABC
Ag1Al1Hg1,aflow:72d85b39d9e036c9,,,0.0670477,19.2934,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC001.ABC
Ag1Al1Hg1,aflow:8352c214de8f80ff,,,0.125687,19.4227,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TBCC003.ABC
Ag1Al1Hg1,aflow:8910e276e00ee25b,,,0.207849,22.211,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/T0003.BCA
Ag1Al1Hg1,aflow:c8d57e128aec58b3,,,0.137271,19.6628,42,oF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TBCC001.ABC
Ag1Al1Hg1,aflow:cabb8b5b8edf758a,,,0.084435,19.2036,44,oI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC002.ABC
Ag1Al1Hg2,aflow:15800f145477cb06,0,metal,0.157997,20.9936,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/T0001.ABC2
Ag1Al1Hg2,aflow:16e47592b540a745,,,0.153003,20.4965,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC016.CAB
Ag1Al1Hg2,aflow:1818efa5c7b190d0,,,0.144423,20.466,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC015.CAB
Ag1Al1Hg2,aflow:1fd8ce92f9584057,,,0.103132,21.0267,35,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TBCC004.CAB
Ag1Al1Hg2,aflow:2e37ddfa5da863b9,,,0.123767,20.6259,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC006.CAB
Ag1Al1Hg2,aflow:457e70e683bc48f1,,,0.164407,21.0555,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TBCC009.CAB
Ag1Al1Hg2,aflow:4d8e5a65ce8e94b7,,,0.181941,21.1957,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TBCC014.CAB
Ag1Al1Hg2,aflow:4e5fafad78981dc5,,,0.163102,21.1204,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TBCC012.CAB
Ag1Al1Hg2,aflow:56da779dfb410b8f,,,0.130799,20.8857,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/TFCC011.CAB
